Team,wRC+,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,WAR,ERA-,FIP-,xFIP-,K/9+,BB/9+,K/BB+,HR/9+,AVG+_1,WHIP+,BABIP+_1,LOB%+,K%+_1,BB%+_1,LD%+,WonWS
BAL,81.06820721080600,95.22734339441010,86.56659531989080,99.52630421851160,94.32557293625600,89.7241613514697,79.99793125827940,96.26452894738960,93.13053426688810,1.61794325416391,115.991162072734,113.367535933764,110.531093282922,89.6316799450545,109.050944410789,82.1924877605733,133.037938598243,108.387505264439,111.033387244596,103.491533968293,97.2729802668479,86.4443470667111,105.173045354884,102.73707658906,0
WSN,99.96746872767800,100.0990762128900,101.05783337877200,99.1992451117832,100.61968942242800,99.77029585438270,99.19960064606410,100.72316226155900,99.26293346581240,2.05858210573898,103.625899556215,112.208900033733,112.516678465311,76.9818780461198,106.312323375516,71.8126192812593,107.424423618879,103.815352872794,106.198064950006,97.18068804901,98.3490327637957,75.2058774475907,103.859660689507,102.572932181951,0
PHI,95.85050237563760,97.77940679441360,99.93116283798860,94.7954411542447,98.78907365076090,98.0349370941509,98.47848523766690,96.70891117165580,101.7288352455220,4.7733596064176,99.642716213932,104.014556613442,101.007889072477,88.3993522132801,81.8581140166068,107.990946410924,112.792372309146,101.750906350434,96.990126693337,97.6092232119807,101.599484947837,88.989440007399,82.4045388638489,93.2279005757471,0
DET,106.28943823044600,103.88194095400700,107.09876912638500,101.38591331795100,103.79152054232300,103.49208006201600,102.80305639456800,105.6009534896350,110.1014152089890,7.73979977344538,98.1889230628214,95.5119548813315,104.035603946718,95.2183478629004,108.795266314341,87.5206758028092,75.5928890936582,99.0964599541848,100.979149091935,100.112429047417,97.2753967240972,95.2334499428713,108.812510845409,101.662593735951,0
MIL,107.80368597422100,98.95179313151550,105.50270407976600,100.83883305071900,101.46502132815500,104.84886931032200,115.08498296874700,97.59906647554540,95.99219835259030,1.65515237772971,127.166287975927,108.51188291389,107.152614380308,104.758832702772,126.972235139181,82.5053070717222,114.422364553372,109.522637965134,117.045006733165,110.188658883174,95.8301264462061,99.3732877592297,120.444724599568,110.323552404519,0
PIT,81.74965400259190,90.53321397085220,94.07545888175710,101.47953543277200,91.81575927053420,87.52389877145080,82.30034535597980,92.26351523012910,90.13947430728350,0.313510444418637,134.134040284535,121.803889585469,112.278889840765,88.7397118080222,119.209858484046,74.0750087050189,127.388654901681,109.858476350673,115.276295748353,104.97735991386,94.3005906939337,84.395066009563,113.373414323046,106.806608257809,0
PHI,90.43941551711860,95.56661815200390,105.34424530895800,90.26511660966970,98.50536976305160,93.82736380730400,90.7027394334566,93.67115433241460,98.07066010870870,13.4127964994421,80.4634577049181,80.0181636716254,89.1944745525983,108.042608790409,81.3307728654015,132.843449582854,69.2933103795657,96.7242749727358,91.7254530256084,101.410307948658,104.640948953107,111.024807279765,83.575669109148,87.6140663451127,0
LAA,93.61714378530600,97.48961991052,97.82643975659510,102.23687343461900,97.71370658920780,92.21992248313050,83.16931682130850,100.62622263077300,99.17091550708440,7.71291117983577,88.7807652988615,94.812851612447,100.356661162879,97.2236383273596,98.6537907824744,98.5503333507242,79.1831596809331,96.3879271748689,95.7409080973723,97.4157461253516,103.963808597126,99.1086988547503,100.566580572041,88.994627785838,0
ATL,89.29836401255690,92.43826815012700,101.34857202514200,107.47200913682100,93.90244066596590,95.09816603920500,99.87670578115590,92.88865981824270,85.01871258185420,7.98776866157112,81.3640153829191,85.593290010066,91.2975902623907,104.733194051535,93.1441798835289,112.442011708905,62.9939176266902,90.6681327473749,89.4353287416754,94.5638482228079,103.192058649053,108.077287986487,96.1182402584063,97.0134144966265,0
SEA,80.52327134569200,88.42742518836850,106.45095875300400,105.04815503488700,92.1161082659238,83.61668451953780,75.35432840994920,91.30713337669400,85.74264975521440,10.5389786588805,89.4485436232382,88.2353731904638,94.3839507707415,101.416575862277,89.2187557604507,113.671813054531,69.323380494334,93.9967177283312,91.2014859954274,96.800089975799,101.537467594002,104.742082404325,92.1442891480186,99.9938470971805,0
CIN,101.8093455970590,101.31279439399800,109.4535733351350,101.3650157554900,103.25816405436000,99.25916172507260,95.5697493238596,101.73884790343700,99.79564027511990,2.73049876401992,107.330247913818,109.532309231118,110.219218374108,94.2669277035329,117.494400010155,80.2309929041747,114.78285655417,100.136525037786,104.457702438998,97.4517135631243,100.599942539429,93.1848634772093,116.145713835733,92.8643048704487,0
MIL,99.82868391644400,98.62614584847380,96.47044385823430,100.35404031775300,98.37926318863550,103.89119014702500,113.349925348214,96.7346681651918,87.67882012255190,7.74805467467959,93.0753387266434,87.9340963075398,92.8193680141047,110.479053460396,89.2224251511726,120.683834558698,95.5277244814652,96.9215072648325,94.9232865054953,99.7812105083418,100.696121445693,111.48726623109,90.0366532490498,101.74065821653,0
SFG,89.87516281293850,93.48275053335140,94.34829841479790,103.9077575497820,94.8235012959187,90.4058004775785,84.87797989225240,96.25841317523740,84.99281978598720,8.12977646226302,90.622650534469,87.3910495430903,95.9346419556855,111.220269499431,113.129441662099,98.3123961254334,56.9460244501165,92.6073280189971,96.1344933378566,99.0922578560128,101.551518860759,112.994016720165,114.933635997665,98.2025904283324,0
CHW,96.86387930468590,99.20933021253930,98.89460337856680,86.34442402269390,100.99179894959600,97.91884707249950,95.70246668735150,95.66225930184510,96.58187908525820,8.89271379311304,96.8940774642659,89.8235936344187,101.177764669198,95.9737542544676,97.7662063317099,98.1665947652789,83.7120159217425,100.718803836512,100.170443073977,101.155545667006,98.8822840463065,96.2287273426719,98.0259418320347,99.814799925317,0
DET,100.13663285550500,101.56271462506500,110.63396649935500,106.34038618764500,102.24084927627300,100.74677017619200,99.34540101781880,104.14405238044000,101.35622135106500,6.099600680969,97.956927768079,99.7441892236754,103.244156445944,99.3831321866747,107.333379730271,92.3920891866329,94.0852919778794,97.5546183541222,99.2331041605192,97.8209215400144,100.414726706373,99.8037927959363,107.787691793339,95.7035457781514,0
TEX,98.7216346226226,101.75096267907000,98.00945024874370,85.10373184502960,100.90181802458100,103.12148049543700,105.4753189234210,97.34038709081210,101.90494557523500,3.94910144204996,92.4130740011299,108.896264219923,104.551203415383,96.9617171202232,107.78889890656,88.1875203736777,126.6694948349,97.8711344088897,99.5465207767904,94.5839484744531,103.587257131973,97.3598350153963,108.231472810729,103.055085622838,0
LAD,93.75346420245860,99.17427739108760,93.38781918165670,98.13118699125570,98.06925076704990,92.24579576856060,79.79862183143490,100.27274044036300,104.16871614790100,6.47912058699599,113.697803655874,102.281152130421,103.808034172439,101.957014311787,108.082518142155,94.3325634625438,99.6845809860308,103.414689520836,105.212899311957,104.242021510012,99.5424363742151,100.703309123726,106.75349083383,101.718860159288,0
OAK,81.43627299724620,91.83866469147720,99.48343961031490,88.55556007357940,94.20762973748720,84.34068218229340,71.46303903770820,92.31437213146030,102.53920882424100,8.68656884773446,85.0451803152873,94.1292137531176,100.019882760257,95.1860271067172,106.512608192944,88.3839291085865,67.7388670185361,97.4167182654266,98.4897184003309,99.0793926436213,102.124931885387,96.3510976401928,107.816315772553,99.3814734601861,0
WSN,84.65914083230330,90.43994897456350,96.33599757625260,114.39505320919600,93.25546132304890,91.37809721155780,93.06348026935510,93.26401504114230,86.17309834030810,4.83728932914549,93.7290969223669,101.008917388726,109.710365249758,90.1797292162214,104.291383081026,86.4690089924782,85.4409078997651,97.5014205860657,98.2155199926793,96.1021024324065,101.416550518354,91.0056467122539,105.246542595664,89.7784712355637,0
PIT,86.53530121112910,92.94762598889620,108.18551903470100,113.95362957607600,95.80564495682000,88.2826072585274,79.90179019066510,97.82276429874680,90.48221925869630,4.81209828765621,94.2227395535422,105.919468286702,106.420688335516,85.4930667580471,100.487935823852,85.0779374213134,92.8794045055929,100.803308082033,100.409419038963,97.6739840150326,102.902576493632,85.9077699079194,100.975374548667,91.9014902762082,0
SDP,81.55417959434710,89.18721456661610,102.0590717812520,119.09410808536900,92.04514711168380,83.01929033236120,71.9384747589537,95.86049761955500,97.10649380898950,8.13069500239133,91.9971319533885,94.9356552450111,102.953644840536,91.5000237850547,94.5638801283617,96.7600100711228,70.5713257608058,99.1044897268763,97.2226281451866,99.3015936565938,101.716067404171,92.8285374830913,95.9368785514879,93.6286200754216,0
CLE,99.47210686155580,97.51046895860370,102.34031190349400,108.56975893180200,98.95297461561680,96.51353989166480,94.80133307486060,100.16271214425300,93.15349497842900,7.76125950553683,100.69243792973,99.7938789801508,102.404094102548,88.1302170777817,95.3206230127392,92.2266201366826,84.8749964633248,101.379444832139,99.8902892964793,99.8368840436383,99.5386985512523,88.347185615038,95.55529407375,94.0415398355623,0
TBR,95.83289914920930,94.18253560934810,100.44063006404200,106.77459722414000,95.58733599928220,95.45371497024660,97.6369414798259,95.93547891448020,90.41031912820190,6.93591892852162,94.8698852634131,103.855973979877,104.779608660969,92.790469915673,96.8145159572994,95.8435522615065,99.3289565117125,92.5391475576636,91.811876439223,90.3272955885613,103.325820994005,95.3418427974533,99.476534604123,99.1328162848196,0
NYY,116.65464904584100,100.36736475401700,125.33422496630100,97.29440105215230,106.03463338420400,111.74794948762600,131.29388851810900,94.96341557601610,90.58250332243800,7.31487410633544,85.8311056091492,91.2935122395036,101.066361654884,99.5487787991877,108.485239186459,91.364409582561,79.0417683582255,96.2753147112721,98.8952171662365,97.7153299811319,103.063632039523,99.6084820788033,108.550302174592,100.222109208498,0
ARI,100.16517641691400,97.45092316936860,105.00544257145300,109.0118417529880,99.46525434506910,105.32154391186400,119.4612486595180,97.72765558515960,91.81868251628680,5.16175402086004,99.984608426102,104.78378387065,106.92852678793,96.3921054898584,99.2689185786346,97.1019960845587,110.939287648307,101.212445847333,101.15204683357,99.3640653264229,99.0071225094119,95.7441167545572,98.6015903539233,95.5221206900486,0
COL,84.39595385074220,97.76908138129710,106.52234100863800,103.73892172580800,99.6031463236734,100.03971172353900,104.11892356333500,98.33040497344850,99.63702257271890,7.62545693690659,87.9070482640106,95.6591110330068,100.839485739354,97.7144121859446,104.608271478668,93.4098295406134,101.260835352109,98.7766684715722,99.3764596050999,98.1515255355383,98.5185554963197,98.7415027714198,105.707824139506,94.2206147620739,0
NYM,96.99442831285210,99.06987493291190,109.83520255980700,99.87990030434590,100.59773675035700,94.49478836616600,86.27553493281190,101.36664794395400,92.66730855176690,4.60940398086095,106.890181115603,108.36699669511,107.293611378846,96.7064169066573,102.119273014444,94.4992621738665,109.162793631316,100.84382331753,101.651274135913,99.1813442161517,100.26626826117,95.6421022812221,100.995386175419,81.5385612995723,0
STL,111.16063783813200,104.89593611900200,109.78169517019400,89.28489248700940,105.53512747601300,102.81432666816800,99.07465268768690,103.49706050448700,94.18047275697760,5.09748432919434,105.700708967729,100.843502609971,102.619230297395,89.9356715435952,92.6752070254532,97.0439350932935,86.7289510428962,102.287630626728,100.428960155583,100.708823967533,96.5340437055936,89.5955185627005,92.3246923563921,90.5190033442764,1
BOS,112.66453756306800,105.85165106532700,114.8952157336370,95.14526674306360,107.21510687677700,108.86755897697900,114.04732377312300,104.52027947931900,96.69868252935400,6.74389005719959,94.4176278383496,100.979302455936,106.734174287056,102.933842405555,110.125253676209,93.4697904385968,86.401928641169,93.7886548380291,96.6137066536783,95.320397201948,100.246577687991,103.241272307101,110.454162390713,82.6941442348087,0
MIN,79.12139624399270,95.0187397252516,89.03426200208790,90.28470435641600,93.98703679936380,85.86714762037430,70.14946127113770,95.91672913177600,86.5428835346667,3.21374757821026,104.325865470643,107.761267778415,110.120148105882,84.4020624060198,105.07987161824,80.321818320178,98.4982024130851,102.012675607633,103.144366972179,98.3953178327835,96.7524891004871,83.7790772651885,104.304260742085,94.2423669355564,0
